item_id,category,complexity,popularity
45,furniture,2.0812633941259056,0.8781943529263759
46,clothing,0.9268644347505216,0.3191301715643805
47,furniture,1.6847549719781387,0.6865395831198715
48,books,0.6012229729566392,0.8296173351876396
49,furniture,0.6920618855679465,0.6526731800662625
50,furniture,0.47947096310492193,0.8736087084822511
51,books,0.24706061591093834,0.45315434937562704
52,clothing,0.3468951430874499,0.9605999715840535
53,electronics,0.8374299082057962,0.21983050376028723
54,clothing,0.4866276682149983,0.1919345766917843
55,books,0.4551528094159932,0.6928229315866992
56,furniture,0.868312284155957,0.9485480272719355
57,clothing,0.6038490645440453,0.8279951154726952
58,electronics,1.6547335229135955,0.1687751734942463
59,books,0.39453022000904603,0.35143094254124474
60,clothing,0.9975721873830321,0.9372869963540413
61,electronics,1.7359389583133027,0.3277525895207061
62,books,0.28720543233041973,0.8030533814082274
63,electronics,1.5888063669194896,0.8426189763358334
64,books,0.6628745179091676,0.5459068931148836
65,furniture,1.592131550398835,0.44771401886348394
66,clothing,0.4958489143829387,0.5051119891777837
67,electronics,1.1069485686175966,0.30426822492882777
68,books,0.5014326874605821,0.9004518245159598
69,electronics,1.1721481257043034,0.5055576910567822
70,electronics,1.3212355891857546,0.8942134964104899
71,clothing,0.753616463832234,0.1951241319156467
72,furniture,1.5167834355563319,0.9894477439001182
73,electronics,1.4792032937855566,0.4989457786992565
74,books,0.2685630248407103,0.14304773835469492
75,books,0.33290406672103706,0.13421966341370944
76,furniture,2.1494043590041367,0.7715865317336548
77,books,0.43350045984023783,0.6931319807833127
78,furniture,0.39059535319722577,0.8219175023148287
79,books,0.2799499461979083,0.19483078055752537
80,clothing,0.3434891353916432,0.1320137803319935
81,electronics,1.8778756805418524,0.5577213605028206
82,clothing,0.6614677003270729,0.4488357083344926
83,electronics,1.8363149514048709,0.5157522430038602
84,electronics,1.2320260623392962,0.9924295679832466
85,electronics,1.0701090038329697,0.9736749619036031
86,clothing,0.42549219898662743,0.9480838507058735
87,electronics,1.2847668960924048,0.8054584090909065
88,clothing,0.26667020240195216,0.41935722423120136
89,furniture,2.32515819631688,0.4709178372364945
90,books,0.894692488678568,0.594654439347032
91,books,0.42895361756783074,0.8474810107643559
92,electronics,1.8702278216461874,0.161841549266441
93,clothing,0.8909326983481669,0.4818671972963994
94,books,0.7463392661098861,0.17435589711334182
95,clothing,0.2508033391240001,0.5631918279161604
96,clothing,0.5751929609737457,0.9090107416056118
97,electronics,1.115321767691009,0.8042364321075441
98,books,0.3516217361124958,0.305058175788799
99,electronics,0.39514151646722034,0.9783917646389132
100,electronics,1.5726629354971606,0.7006153582417856
101,books,0.25105189743319944,0.10938492945766276
102,books,0.680804583011215,0.3298721362166976
103,furniture,2.4095526742828897,0.3346419699279249
104,furniture,2.2761924756416736,0.16232887565727394
105,clothing,0.3927548876118276,0.9638438662683361
106,books,0.9148182601716515,0.5304297651183314
107,furniture,0.3407348385262816,0.9062331376346937
108,clothing,0.15609590674806406,0.3899939531001655
109,clothing,0.688323379097007,0.21271021338954443
110,clothing,0.4719663794215218,0.5269024989155925
111,furniture,1.1940784589617153,0.20256097124288547
112,books,0.653641392517783,0.537413952679786
113,electronics,0.5841123499502444,0.928267463097467
114,clothing,0.3326973691055853,0.5686913276507914
115,furniture,1.4109695073116908,0.6548497542055751
116,furniture,2.0069003329999373,0.24097459327642748
117,electronics,1.3069511998788232,0.13936206329197254
118,electronics,0.7625300315202578,0.19972716596182633
119,furniture,1.2910451622947157,0.6386784181159291
120,books,0.2953049302804986,0.1855105290930742
