order_id,is_late
CVgZDJvlA7Cp,0
CRhMnuTE9eEH,0
QOzPZ38blwVp,0
80QOg7XbRL6w,0
HutsHSCGKVXx,0
DDZ9aknG5wP4,0
v3JU17ZpCpEK,0
frXaP7kLlffe,0
atiiam0TsmFn,0
M3Ck7zFahOK0,0
xpl0qmhX1FDl,0
dVGbkM9hxPSh,0
kHuNHIwefjXn,1
bho0WxU8h9XF,0
aE9gVEhcTh5Y,1
DEBVJAeYlT9a,0
Zv6qO07OLtSU,0
5chnW5AWBSda,0
HIInWj9gD4jC,0
KHdXv0hbklm4,0
UoGLnEWccQoA,0
pGRcrpDkVPJ1,0
tFBtfAzzfQLE,0
1qxVQ5vRTBfi,0
2cpMWJDLf8YU,0
70KihGFxxL5I,0
7VrKlnitWEg0,0
1nss98F8CEXv,0
egYiBpPkvfgV,0
JOlJbzfCiUSi,0
eJZlLqJyAFYl,0
PSYl1dQbC2I6,0
a1SczOK5hvTV,0
Ch6zun3cCQ2c,1
nrNty3XGQZjh,0
hDvLxFUSZqqv,0
uKzPZhoDCL9W,0
ksqy5KD8p73L,0
0B7nB9zdSAgB,0
4yI2roFAEepL,0
wEZmHjeOnEDT,0
jyRaVLBduj9u,0
sIhMcFMMjbFo,0
ReylKpWi5yxI,1
PEoOuUEiRfZO,0
bCg6Qq6v3IQS,0
vQ1xlIq4rwQx,0
wOa82GrJl9tM,0
wC4pDDk3HeRb,0
gxecAzqugRRh,0
9HkkmPaqQ2Zx,0
nk6Vsjs7vMOk,0
r0qMbCh5iCY0,0
eFnwzKIaHFlD,0
GuUNsFqfwRDp,0
Bfyiljw7ahGx,0
vbwuQvWViBTa,0
eRQWINdiA6Py,0
u2TAt8FByLA7,0
uw22y4eD2nvq,0
5dZhoyJCGs7V,0
D8ItLYhECFL8,0
Iecsqel4XQ47,0
Wwsx3M7TXI8Y,0
GP90OdDbaivJ,0
9bB7NMYcrXNX,1
FR7lpExdxAm2,0
610pbngdcYS7,0
U7q978HZTRFd,1
QOst87qkrBIJ,0
IiCsUlDUzdRD,0
P6hJZAAxHsYm,0
tvdkfsOIQaL2,0
wXFSpcCCVPMH,0
uwkmWojH5i3c,0
sTjx02TChzhW,0
J7Eq0HAgS6S6,0
8Ez2VeR9a4wA,0
KGPa4qfPteus,1
RbrXFUHpZV9n,0
zQHvGyqmrPYm,0
BAzgpeGRGvDw,1
Yft1h6WgQHRv,0
LBqPqXYSle54,0
dQH79uVCBh48,0
zBMp2jtoTooD,0
LewB0ruEHdnh,1
ij4hoqKmUslJ,0
VgcK8eL2CQg2,0
BTaON9RNG7Wz,0
GugjPTBLiyhp,0
ME7ue52pynKk,0
QAFP3mrSWNmX,0
VkCa946Vw7on,0
SymmS29dIcpH,0
fic68PC3HENC,0
Bz9OlttKajgD,0
6YrhDEIEle2A,0
CHamuZC29HtJ,0
OULup7FgS25x,0
uOHNUlaxsUYj,0
F7e6XOL6pDRj,0
Y3uy08T3sSPl,0
n3yjE4ZBg1Qz,0
07CsJ8CTujgM,0
FOJxWmVIbAj2,0
HrA7Q9xAHZgU,0
gV5EIZ3PljBQ,0
tpfIP3WZfirr,0
qLOIVDphyBwl,0
CIJR8hvwAFG6,0
zbz3SMXAOMHV,0
yBlK8Af1l7Ns,0
Rz13aHH8eLyn,0
hbW2VnGtUvIr,0
V0uwCJ31Nqro,0
htYpCVv5cUwP,0
UwR7hVDFYF8o,0
inKrx4adHIoJ,0
KX8rklw3sLJO,0
T2BF8VHL8T1v,0
m3IqtnxLB3Tj,0
h1J83Wy3qa0F,0
LhTHKUDLFRDC,0
yLP6HwO1D5ch,0
4KoGI6jvbbdR,0
UPZCEZJp0QnQ,0
IVIp8UPAOQ2R,0
vpAWVLIxI13b,0
lMXrOpOiEfbg,1
DDJ5g0QefOIX,0
BV2f71hd2Db7,0
xjioqVHOU5Bn,0
lttINVRYNO05,0
aTYqYyMsilp0,0
S9M4oBspULrb,0
xEyeYLwrFKpl,0
wMt8W1Q4ryB6,0
RAwIuquZFQr5,0
C9QEnEfzMrsp,0
plsTyVhxGx9N,0
crbi8zbIyNt5,0
mD2N4Yf9k4Aa,0
LTfIixenPn2r,0
F4YaK6eR2wdt,0
GO9zds18PIGF,0
RwsHgCQpDuvS,0
uYq37zGab5wS,0
hpLMeNQ48xLm,0
Rvz9zaMdb9CF,0
GGchGYpqjnau,0
7P9orq6xUH0c,0
raeAAxOK5Js8,1
1rjWajh4knS7,0
3dH2tBPA1aCJ,0
r9TVp5XziB8B,0
LuJR8gjBWh0D,0
wfHSHSaVsdrA,0
QCuWiOPqvNka,1
0Y2fzuroHpg2,0
OH1Rj3HQO282,0
WGkzgNiH9NyN,0
5Vh7WyZBr0wp,0
z8NQ6yKFikU5,0
yZXRRThHLHmq,0
cERWoDZrX4XG,0
T5Udu0w3kqtO,0
MBGW9v3mNc3N,0
pxlrek8ar69W,0
0N7jWJIyRbIx,0
Q0wnuBlvqOoV,0
qmdpLCm4CBS3,0
OeUUTMJ2oAlq,0
V18ongFT4C6y,0
5gc6SIkHJSud,0
8M6fLXHhZ3XK,0
BK3sdfPUP6KT,0
D7OIqFoVRrMf,1
I5aD8C2uDrU3,0
zhLIbbxu3jAj,0
LSlBWcMkI95b,0
mZTHSCLIA1f1,0
3Zz1CeOpbTLI,0
q2zyNp7be731,0
i9XerpnfvAnL,0
iNirUZiV4ib2,0
gByeaKPFqBuw,0
BmxtLBZJA68N,0
QEbZni1jMuNZ,0
ugpLK3KoIZK4,0
0H4yc8dZsIIG,0
c83nhhhu3UbV,0
ti8mPazaRQBZ,0
wU3dYzNsMg8n,0
OeYhTQFxQ3uh,0
FcLtuZiRCFFw,0
umkYXbHCs5Tm,0
ADBYSgbCXVJf,0
EOCTJYzzvWiz,0
ey2zcN1VTdBe,0
U2e8sovGVWJx,0
fu6nrYWoQGkF,0
RRgO6eFaign0,0
Kh5wmsbtWQB7,0
Fi5MFHVGpibM,1
gMRkjz3CrUnd,0
M1N0ojBGmh7g,0
1sKMLYiRw5hM,0
u0OlzofYBwJ7,1
WM181X5uIun7,0
ivB2g9pHhqk2,0
8GAZ7553C1Il,0
UkExBgknGkMF,0
c2PpQUq6iI2f,0
eeYrYPTSydLE,0
OorWeFyywcWz,0
GhFOZNfpdT6i,0
2NQaSciydMGa,0
JhIc2rQ1xlZr,0
r6Ag30oJ5YKm,0
URhgir8jvpA7,0
r2Jf6ABNBK22,1
aS3LsXa13a9s,0
EhxQekwIJbd1,0
AaS4Ml6IAGBK,0
Z1joY4lZsnQe,0
fk9LeuNYkOUm,0
NMcMzSA2wbGr,0
kDWqdEeWL7yU,0
ujlit32S8rPC,0
pqfCGw2qthY8,0
zAkR4StngdPR,0
IcXFLrmNuzBv,1
sgX0B3uY0B0b,0
KdRNivn5M3fD,0
nuWwdXPsaphM,0
1gE7eMcioiBk,0
YblM49oMunvA,0
FSzSMD30OmEX,0
T9Vi9O5UQKOe,0
qcXWRwOz6S86,0
prwdvFw5zBab,0
dTXHHp6R1JqK,0
ig46eCQUiWvM,0
qTSNUp86Cqp8,1
UVjZek0RxSpb,0
4Bk91v2kowZm,0
FoOEhImJCe5j,0
AqDVbKPoNOcg,0
v6txqALLLrVF,0
2AaBmXD6ziZW,0
nibrJz4oXDvN,0
RxgSpgFOPNbQ,0
rwqe3MdRPFXN,0
R30AKMvypnAo,0
JCcKrw1EeQyY,0
vacvbzTKhnFY,0
J2EVHxeRUvmX,1
Kjlm6TyIEVPH,1
7T4AmnvdDbF8,0
lEr0RZfvPuqf,0
WNoHlSxva0Va,0
POgTee7C9VNP,1
xUV10iYDTanb,0
6JgOKknnvZar,0
7nYL0WY42NOq,0
zf4UA4xQfMw6,0
JQIkdkqwAZxw,0
tJMSV88fS9H8,0
ayWpTZuU1BOc,0
Nmq6sUesw48G,0
zGzGx56xg5fv,0
JLTST6RFiqGf,0
iGignpVUkW8L,0
XoO65XTa11WV,0
UUe401eVgn2G,1
Ogbegjqam5pP,0
P9VRfArvVJ9K,0
c5elWtyIfjYh,0
JAHz1z86ZZiU,0
4PewdE1be66E,0
ZHIxz2roMAeH,0
eX0QTESTn98f,0
5oc8VRJukzDQ,0
nWJBFo964JLY,0
awlxrwXERl3e,1
bSqDUK5KVlJE,0
WD5kDYDzDAmD,0
whIXht3XG1r7,0
cbVYBpNbFCuU,0
qBOWvStljwRk,0
RsgWTCWavqSk,0
B8BOVsNmZude,0
YEmfYQYJUHFr,0
nZYZZuXpm7Oy,0
Q529E9NIEuoF,0
0hhhCJNpluNB,0
oLy0RDO0Z4Vp,0
jLvl5jgit3x2,0
MQN3j1zt297D,0
cizQsNMnaukF,0
lXWuXYIjpZme,0
KqRdUdKeQDVX,0
cLHKebcSkX5G,0
eg81DIf63mfq,0
YnWW65i6wqVr,0
anlVux1PfdUT,0
tGEP4jJ4U1wl,0
vrAi0t0HREGA,0
5AUGORj7ZSqi,0
tQqjMmkeRwcR,0
fo9Fb70jKO3k,0
JD4YdPjul0aD,0
rquCOzViRNT9,0
MFaYDRCor7by,0
e997SwA2AG5S,0
8Adx6DZki2Oy,1
ijwLrBRiBdYU,0
FID6vOHwV4zm,0
FG89CuSKlp8Z,0
A8FKymR62jmd,1
plQqOKqOgkHE,0
i8aCZI1fQ4bE,0
yCQdJCAl7nhk,0
BjbkwmnU0P16,0
xpPv0mtzBPX4,0
W4xvv9ShFXoq,0
ZW8f3bw5oPgK,0
NzuADOCmzwen,0
XsXRPaLpp6Mi,0
c7gtQmHw4yvj,0
jZCH8M09ApBM,0
217UuZgnWH0u,0
pWgJ877IN81l,0
MJdDW6VDJ30U,0
6orTKuwPxnj0,0
oPqqMVExg22c,0
tjZsqpg9SEQT,0
JsdAZWGMQP07,0
1kNJvKe1r20p,0
lB6hboATuvbJ,0
2hz9t5mWpOvb,0
ZlrDNY87RUiU,0
IguE4wTRKato,0
kWXkqt4MMzlO,0
s89UZTaglYbs,0
ajg8xWM2ohQ8,1
ES9GZEzi3J2E,0
iAhZkryi96Ob,0
BCTo1NGCFyXC,0
UoSEPjZ0SrW0,0
e6buKOoF2Kps,0
4sPXTQ0ubjuv,0
JjlUPrkDXztK,1
YiDNvIs6gka9,0
P8wZqC2vfxEf,0
DalYA45cGyvi,0
SHfqp78ASS3q,0
5OilpqBYUFIp,0
JwzeLsa9WFxA,0
aHFBZkVDIIKT,0
Bn3oDlXob4q0,0
SuTTZOdYYBLL,0
LBpjac2yISgI,0
5sRv9cpWsQMS,0
rwduCoPCBPO3,0
WwAlBbsrTYFS,0
mk1PkuucuCUt,0
7C1Xa5DbsdOV,0
92BOht9ou9E8,0
MiATdVHNsQJx,0
XTufVwikZFEg,0
feLuQiKs61Mu,0
VLzW4Hpe8mym,0
roea0LhqygDo,0
QaAdeJN8UFxz,0
eXnCy2QwNM1k,0
tNmurLYtxX5J,0
Zm1a9Fn0BH1y,0
834AB2Q2PIgh,0
DJ3uhJFtiOse,0
r5RwQA1o4BgZ,0
jREakYkuhYTS,0
Lw0APzCeYjGb,0
OmT7jtCaK1vs,0
KKuBOPoCfuD1,0
3cSBptpL5cky,0
eP7R0hYCrfuW,0
v6wH0Py31vS4,0
aZ4xdx2tP4uH,0
pWX51QJGmZV1,0
ORKOWoPY5fQg,0
GOnGECHXCecm,0
jBzqZdtUe34H,0
8Vqj4UtOqNaJ,0
QJ5tP072j7TA,1
grWBVbXidalL,0
JWGBGMf6oxw2,0
dnph4T1laanL,0
UaP0aHvxBp8B,0
N4sPFwTaBpxI,0
JUS6Oit7GZ64,1
3fJdttRfNBM5,0
ofZGlOflIehq,0
Wt4owN8VPtui,0
vOyWLIQ7q0AB,0
jBlOotyGoTKR,1
5kqOtbHbAdM3,0
9TcUQgYcCz8H,0
j79oOJN2egnt,0
f00bF2jINupO,0
GgJwQ43FowXK,0
4eRne5fIhiMu,0
YmfS9mF86oS9,0
kxu6DZyAOnFt,0
AYIr3BB9Xdot,0
c7fQRl4UsWSZ,0
GpplH3rC3DsW,0
14PNtd13N3GI,0
BzsVSG9VCZ3G,0
ga9UDzMHpE9R,0
i2no4QXoA6Gu,0
vuEAuuED6dt8,0
1jV55DjBuj03,0
30FqUCB2ITBp,0
8YhYnhJ93zoD,0
K2F3cB9z1bup,0
lYys5X5aykag,0
o3geCa7JZ2FH,1
9HFX2qlDnnBr,0
9BdRcwClthwH,0
dIsCKnUfDcpC,0
HgYOLEmJv4S5,1
aCMTzPVNMX5Z,0
8Fgy5Tt3wlfo,0
U8fvG1xeZLvs,0
WKtAx8e9ruUV,0
JtX1UMKGSEbJ,0
OZFKSqdRAXfy,0
KxAMgTiwn0Rw,0
6npVBPBcddpK,0
WWi0vShxXUt9,1
XXzrKKHPqr9X,0
EkcR2MAfRuzG,0
rdvMGrgTQkkp,0
LtK5SE0aJXbs,0
uvOOKhgL1RZr,0
lgJbqR75Nj9b,0
0vaW4l0dQ2Ls,0
tcH4a69KLxKG,0
UvrwS9PaRZRc,0
4hEbSORox7nr,0
9iAZqPI5EggD,0
x1PcdM4uNY7L,0
2khnyyYZCfCh,0
Qnj3ezHDaafm,0
Qz8l1Yfycf5g,0
hJotzij4V0ZP,0
uuuIfM6EMIYB,0
Kic2QRvksgx8,0
Gbd9Th2VuwPx,0
PX1giJrI2J7T,0
grT8tV2chlwR,0
LU199D2DLfSy,0
49oFxhXIQZXV,0
NG3wuMa1a2jr,1
EDH7fwNfhzf2,0
Jn9wjEVEZ9wZ,0
mVJenVCrnD2t,0
mAFG0YgczmUX,1
jwmSUEznRelx,0
KgJzKvO3xYLZ,0
2BgrigmPOtBr,0
QgeuJnqvaPLb,0
QcEmADltHSfw,0
XPxA4kv0jWf9,0
enmEXks4fOUW,0
2S098IKzL5As,0
yh4qNjgw7Wy1,0
ljQ3vMRK8m91,0
5qJZyo0vSwY2,0
5oNtU8zGukT9,0
NXVn1itteoPf,0
Qm73bEb1f3vf,0
hZJIQPCltzTp,0
LFR0szYtEvZT,0
DRyIlyi9sJM7,0
ti53s8wJSfox,0
NmIh9YowJgD5,0
ArDaGJtfEfBw,0
RVpppFThUdu7,0
dmFRupth8swp,0
oeTN6vyp2D9N,1
7f8QKbLMoByx,0
CZ9UB5Ttw2HV,0
WFhDbXuYz8WO,0
rs94XujhXnwb,0
ukPRYV9bIJny,1
6gMgHWDwxCZj,0
8MSPEIkxqyRf,0
Xmol2EDSHjgQ,0
2ms3BhOr9Bi1,0
RFJNQYDNbRbQ,1
YYfi1wntBdOc,0
qqV7LiTBLDka,0
md2LsyfmkKlf,0
pMW8NZNHYs47,0
5MVWgnSyVU72,0
1hVuOJraMyQa,0
AfI405cd3ffD,0
w4nq9samHBck,0
z8gN98fI6WyB,0
JzYji5wh2RsF,0
lDuxuOxI6utu,1
LiL40jgDPR4X,1
K8pnADtRBHku,0
TRx3bi2Fk8Tw,0
S5ohiMJw6cKs,0
15vRr1T0HgPn,0
bSwo8aEZDzuP,0
buBeYF22Tbx5,0
YtK6JdOFngcM,0
PQDKEhcfouIE,1
XTJxKLgwfkTd,0
MlgnpC9nTYAn,0
ANHPJazwaTu2,1
6xTZZ0F87J9i,0
89JG97Iou0Kb,1
5FEVHKKTBmzU,0
1aHBu688OWU2,0
d6xGL2QYXls5,0
z7iuVkHOBIiF,0
CfNlyqwCdptC,0
qTpy36PSywRJ,0
oA7CH4CdObW0,0
wTtg7Lg1678V,0
Ga4GsLOcjLpK,0
3ZSZLUwHAkTW,0
yfIt8ZuakA4B,1
w6odYvu64vui,0
0cKPZSLU5Zix,0
6577S4hQ4mdx,0
cr455V5kCGRJ,0
9FpTG31MnBU6,0
fnsPt2ZgnFTu,0
tMkygE3Edqru,0
e0LCTX44nVHx,0
TfuaQSWC91rm,0
FC0PNu4dfcp7,0
ebpkB8P7HOK3,0
Zk2w0S9mTGyQ,0
VJezFKK1mrLt,0
C9WNToPBBm8q,0
kuyh3SiQmAEl,0
sN3Di73RML3h,1
NaRNi8kSrTkC,0
QdwXvWaHjfxA,0
Fv0s1kGOqm5L,0
LZ5vgJv8Zblj,0
ER8pQlN5Ua9A,0
A1d3oXImnMdh,0
wFLyy6w34BSw,0
SYHxSYzKOHXS,0
qmlfhiQ9Zvh6,0
4tDQOpy0TPht,0
SMcsmERdI008,0
BWhCEj1Z4X6m,0
ox5owgG9dwdX,0
VcYVLAFQK5GV,0
dczU1WKg1LAd,0
IA92TLWrqTxj,0
7x3W1Lx5fkKz,0
Sis3Zhe9ufd6,0
yFTZ6J0KRd7L,0
Hzt1m5J6Ftp6,0
rBRmnqTgVZpl,0
rukzZLZbuDmb,0
MW1E7WQq0LjO,0
bW75pF4IPEap,0
xtdzYEVnGdnL,0
MQDWFUIzhooV,0
lV7J9g6rw15a,0
aYJLXtV8ux4V,0
aALrpyUVc942,0
OS2ON4CoQpyc,0
A0DG5ZgB1ryc,1
LPS9SFX3MHfH,0
qDtLjq6FBXxQ,0
SgWCJfZUtrLm,0
c5bqNHh9eMCz,0
RWtXgcHqSEe4,0
EMxwW4EI6cem,0
t9ohKEkkv4iR,0
p2d79203ecVA,0
HMMEUbCjjejX,0
daNugxGYxYPy,0
bEkb0Lona4vZ,0
7x1TaSJwIAPD,0
lQCrLXb7DJwx,0
zxzf1BQpwV0H,0
W73k0aCmrgYB,0
yUseNHnn6zBH,1
Bi5nR1WDEO5A,0
a9mPqnkHoaYC,0
ECDnNPZwbQpg,1
v1SmgIouiCcY,0
5bF6X1DWib9Y,0
rh2RJhQpQ1Y0,0
xkALQHZ6q9yW,1
Z6AjvjeTmAh8,0
0t20CpaEB7oz,0
i8G9gyfrLOfG,0
qRzjRdBpSBqV,0
9oCsGlmBRlJb,0
aQGzgNf1d92B,0
tfTqRs3inTje,0
kNg4wPFzPblS,0
PJVDWdWYixhv,0
2JbcogHJ78RV,0
0mkdQbbEKrZP,0
fRkwbvogOsno,0
AJaIpMO4CdfC,0
f0Gg1i7Wo5cj,0
uK35Za7ehlXn,0
t3oC6qXsjXAF,0
gaQu0QBqFXUl,0
g5YJZdWyS7X4,0
HfMHpQVgAT5b,0
I5XYjbmy9UI2,0
aLHNgqrT5ctb,0
ChneiOxsyRBt,0
jjzWWH5FAWmM,0
1ndim9R2cTdz,0
2saoHBfQ9ypu,0
lzCt0AsoYL8A,0
2jAD3CgwGvvo,0
HhsBybkGS5Fm,0
OGjFC8CIyxKO,0
9aAo9OFojZHQ,0
vbyq9nsHvXdM,0
PlX2x07HzEia,0
YjbQj7yIEFDq,0
kxvz1geIUeNq,0
kwg329hyTRjx,0
V6gBMay1vaFS,1
YVWCsIPWaUEC,0
60MmGrKd4pm0,0
K7ncjgRfQzEa,1
fdJqYQbY6JIj,0
jFaHnfE4V0ui,0
hLZ2a60K9Iax,0
CmKyG2kcdu3l,0
6qA0KQt7HA5A,0
lyPCZWMNkrkZ,0
gUo9AahsIOw5,0
HdTSrdO8S4To,0
xPFmjymlAjgE,0
vfZDP4NIsYmZ,0
V0ldUizdzGgi,0
QY3OMAhZiK4g,0
X1HWrrsP5X46,0
LpHJsUvMPeRx,0
sW4cUF4KktdH,0
UpCQnG5K9RU5,0
cpcaAE8BB6sJ,0
b2ZE3pgP61lT,0
dmzPiMVn0D3T,0
WVBg58Te5dGe,0
SRHtg3bJSlLm,0
iPB7zw9I8qUn,0
n3ObO4bS1HeR,0
yh9sMpTLfB93,0
kkC2yWCaaW0X,0
LHwjahvIWVpD,0
l3fMLQ6RhCjU,0
uFLp4QcBZmB4,0
dsc3TVHoCo1n,0
0CgMpzd9wnwN,0
lUIpHnRB31jl,1
VWRI8R4UJdqb,0
wUTtpxosWkHY,0
GGBju4LcRqDY,0
I3C4GIExkKM8,0
84JQDXjr098f,0
G6klKhW6djVA,0
Id738f530bQd,0
LoBRpidRYglk,0
Cn7zJkbIeGA9,0
vXcSGGqoMJER,0
GCTlQRNahp8W,0
TXjfmVtE02Ks,0
yrtUoo0scIZt,0
P7QNoLkT7euH,0
L0R48QSAWd7i,0
ujPcoUUOhTl4,0
UISvQiq5qNKc,0
QG4xuk6B2NeQ,0
K3fvH5U3NQ6T,0
jmnbSJ81VJaw,0
Z3OJuvNQiRtJ,0
SrHcKjua4vYD,0
UoPKFSbkb2Nb,0
xgkZztBaYknN,0
YyYymfgWvVP2,0
uaphrtZgtbji,0
ekybcM3141uv,0
BxLsg6b7fyPe,0
Rk21dzeyUBqQ,0
jl56BtMH4obC,0
9NiJvKoq68IJ,0
BKWKcOInLVqJ,1
HUyYLhQiKZco,0
lYhmX4YaFD4X,0
1P9LvQkec6am,0
MFNknsJkcVQC,0
PhfQXnhgf7MZ,0
ieaOfQhvCw4J,0
HTScgGJ2gQa1,0
4Y5wh5h47fss,0
05vrYU5JyeuG,1
4K4s3dqjgjL7,0
QrAqHEKXguKw,0
nRfdr9KwNSh9,0
VydSuF8z3iYe,0
vFZ3S1lIqDSg,0
PJFqvSlHkx5U,0
Q36use1g6v4E,1
dd7C1AvwO1ZZ,0
J5COAeswwi6C,0
rsFYn5pFsWXZ,1
VSA2F6ESPQgB,0
v5OUlqpbxbiG,0
aqM0Dr00Ru7e,1
UpLgtKNtuyua,0
ogGZvFGtptHg,0
